Datum,A:Bildung,A:Renten,A:Ausländer & Geflüchtete,A:Umwelt & Klima,A:Soziales Gefälle,A:Corona,A:Hochwasser & Katastrophenschutz,A:Politikverdruss,A:Gesundheitswesen & Pflege,A:Arbeitslosigkeit,A:Wirtschaftslage,A:Rechte & AfD,A:Mieten/Wohnungsmarkt,gesellschaftlicher Zusammenhalt,Bundestagswahl,Infrastruktur/schnelles Internet,Institut,Frage,Link,Erhebungszeitraum,Befragte
13.04.18,9,13,45,5,13,,,7,7,8,1,,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.04.18,8,17,45,6,14,,,4,8,8,2,,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
18.05.18,11,12,45,5,11,,,6,7,8,2,,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
08.06.18,8,15,53,6,11,,,7,7,7,2,,5,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.06.18,8,11,61,5,8,,,4,5,6,1,,4,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.07.18,9,13,52,4,9,,,8,8,4,2,,5,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.08.18,8,16,52,12,10,,,6,8,6,2,,6,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
31.08.18,11,27,49,6,8,,,6,7,5,1,,5,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.09.18,10,19,53,6,7,,,9,8,5,2,,7,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.09.18,12,16,40,5,7,,,12,6,5,1,,9,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
19.10.18,12,12,35,9,11,,,14,8,5,1,,11,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.11.18,8,15,36,10,9,,,12,8,4,2,,8,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
23.11.18,9,15,41,8,15,,,10,8,6,2,,7,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.12.18,11,14,41,10,13,,,8,7,5,2,,5,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.01.19,9,14,39,10,11,,,5,5,6,3,,6,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
25.01.19,10,15,33,15,12,,,9,5,6,3,,5,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
08.02.19,6,22,30,14,14,,,7,7,4,2,,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
22.02.19,9,21,32,15,12,,,6,7,4,3,,7,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.03.19,10,18,33,16,9,,,7,7,6,3,,9,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.03.19,9,14,27,21,10,,,7,7,6,2,,6,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.04.19,7,13,27,26,8,,,8,9,6,2,,17,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.05.19,8,14,29,30,11,,,6,4,4,3,,11,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
06.06.19,7,10,23,45,12,,,9,5,5,3,,6,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
21.06.19,4,11,25,42,10,,,7,4,5,3,,11,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
19.07.19,5,9,33,39,8,,,9,6,4,2,,6,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.08.19,7,9,32,42,7,,,7,4,3,2,7,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
05.09.19,7,9,27,36,9,,,8,4,5,4,12,6,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.09.19,6,9,23,59,9,,,6,5,5,4,7,4,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
18.10.19,6,9,25,41,10,,,7,5,4,5,14,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
08.11.19,6,17,22,35,11,,,9,5,5,3,13,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.11.19,7,16,21,42,11,,,9,5,5,4,8,4,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.12.19,7,18,16,39,10,,,10,5,5,4,7,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.01.20,7,12,22,45,9,,,8,5,5,4,6,4,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
07.02.20,10,13,19,33,9,2,,10,5,5,2,10,5,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
06.03.20,7,9,36,18,6,25,,12,6,4,4,13,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.03.20,3,3,11,9,5,82,,4,6,5,11,5,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.04.20,2,3,14,10,6,80,,3,7,3,12,3,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
24.04.20,4,3,12,11,5,79,,3,4,5,10,3,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.05.20,4,3,7,15,4,80,,3,5,5,13,4,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.05.20,4,4,7,15,6,75,,3,4,4,12,5,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.06.20,5,4,6,14,6,64,,3,5,5,18,4,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
26.06.20,6,4,9,12,6,67,,5,3,5,14,7,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.07.20,4,3,11,13,6,64,,3,3,7,17,5,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
31.07.20,4,4,11,13,6,68,,4,3,6,17,5,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.08.20,6,4,11,17,5,71,,6,3,6,14,5,2,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
17.09.20,6,4,35,18,4,56,,4,3,5,9,5,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.10.20,4,5,19,17,7,68,,3,2,5,9,6,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
23.10.20,4,5,12,17,4,78,,4,4,6,10,4,2,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.11.20,4,4,12,13,3,80,,5,3,3,8,6,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.11.20,5,2,10,19,6,77,,4,4,5,8,6,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.12.20,4,4,8,14,7,84,,5,4,4,8,4,2,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.01.21,6,3,8,14,4,82,,4,3,3,9,3,0,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.01.21,8,3,4,16,5,84,,5,3,6,10,3,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
26.02.21,8,4,6,16,6,81,,5,3,5,12,2,3,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
26.03.21,4,1,4,18,3,85,,8,3,3,8,3,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.04.21,5,2,4,16,5,84,,9,3,3,8,2,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
07.05.21,6,2,6,26,6,74,,9,3,3,8,2,2,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
21.05.21,7,3,9,29,6,66,,7,3,3,8,2,1,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.06.21,6,6,8,30,9,51,,9,3,4,9,4,2,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
25.06.21,8,7,10,34,9,45,,7,3,3,6,4,2,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.07.21,6,6,11,34,10,50,,5,3,3,7,2,2,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
30.07.21,4,5,11,44,7,45,12,6,3,3,4,1,2,4,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.08.21,4,,10,44,8,50,9,7,,,6,5,,,4,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
03.09.21,6,10,13,38,11,35,,7,4,4,5,1,4,,,4,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
